FID,Id,ORIG_FID,FID_FTroad,osm_id,code,fclass,name,ref,oneway,maxspeed,layer,bridge,tunnel,Shape_Leng,level,Shape_Le_1,POINT_X,POINT_Y
738,0,1267,141,40933471,5131,motorway_link,福田立交, ,F,0,0,F,F,0.002251348,1,0.002251348,114.0142624,22.53447261
739,0,1268,2846,1304965860,5115,tertiary,福田立交, ,F,0,0,F,F,0.001818207,1,0.001665034,114.014841,22.53441206
740,0,1270,1107,636701234,5115,tertiary,泰然七路, ,B,0,0,F,F,0.004254499,1,0.001299115,114.0226158,22.5339056
741,0,1271,2126,996752263,5113,primary,金田路, ,F,0,0,F,F,0.002908325,1,0.00116304,114.0581278,22.53386125
742,0,1273,2711,1163682879,5132,trunk_link,车公庙立交, ,F,0,2,T,F,0.001757707,1,0.001741142,114.0248471,22.53414684
743,0,1274,478,135906440,5115,tertiary,泰然六路, ,F,0,0,F,F,0.009314689,1,0.002713319,114.0214625,22.53470503
744,0,1274,478,135906440,5115,tertiary,泰然六路, ,F,0,0,F,F,0.009314689,1,0.002713319,114.0205012,22.53454982
745,0,1276,2122,996752259,5113,primary,益田路, ,F,0,0,F,F,0.002082026,1,0.001171501,114.0513327,22.53395636
746,0,1278,227,40998261,5133,primary_link,滨河金田立交, ,F,0,2,T,F,0.006819787,1,0.001516935,114.0579291,22.5339855
747,0,1280,281,41724978,5114,secondary,华强南路, ,F,0,0,F,F,0.003726093,1,0.001497637,114.0820957,22.5340687
748,0,1282,858,393889379,5115,tertiary,泰然六路, ,F,0,0,F,F,0.009261936,1,0.00143426,114.0228784,22.53493392
749,0,1286,52,26274669,5113,primary,彩田路, ,F,0,0,F,F,0.002795596,1,0.001332681,114.0629803,22.53420389
750,0,1290,2822,1255153653,5115,tertiary,福华三路, ,F,0,0,F,F,0.002767929,1,0.002774215,114.0468756,22.53525634
751,0,1290,2822,1255153653,5115,tertiary,福华三路, ,F,0,0,F,F,0.002767929,1,0.002774215,114.0459023,22.53525242
752,0,1291,1408,853206478,5115,tertiary,民田路, ,F,0,0,F,F,0.002517704,1,0.001787922,114.0479054,22.53425264
753,0,1293,2123,996752260,5115,tertiary,福华三路, ,F,0,0,F,F,0.003868965,1,0.002861379,114.0498172,22.53531887
754,0,1293,2123,996752260,5115,tertiary,福华三路, ,F,0,0,F,F,0.003868965,1,0.002861379,114.0488436,22.5353039
755,0,1302,2125,996752262,5115,tertiary,福华三路, ,F,0,0,F,F,0.002121054,1,0.001357286,114.0524258,22.53535901
756,0,1308,2127,996752264,5115,tertiary,福华三路, ,F,0,0,F,F,0.004028111,1,0.00183864,114.0550279,22.53539909
757,0,1316,2127,996752264,5115,tertiary,福华三路, ,F,0,0,F,F,0.004028111,1,0.002000569,114.0570286,22.53542988
758,0,1316,2127,996752264,5115,tertiary,福华三路, ,F,0,0,F,F,0.004028111,1,0.002000569,114.056055,22.53541489
759,0,1320,1169,649374608,5115,tertiary,红树林路, ,F,0,0,F,F,0.005803201,1,0.0018732,114.0034087,22.53446053
760,0,1323,669,259898118,5115,tertiary,岗田路, ,F,0,0,F,F,0.00403992,1,0.001759799,114.0605335,22.53444964
761,0,1326,1071,617162856,5115,tertiary,福华三路, ,F,0,0,F,F,0.004341918,1,0.001355959,114.0609418,22.53549014
762,0,1339,2115,996752252,5115,tertiary,福华三路, ,F,0,0,F,F,0.005041658,1,0.001873774,114.0594994,22.53546787
763,0,1348,381,50933378,5114,secondary,福星路, ,B,0,0,F,F,0.009090543,1,0.002003404,114.0762726,22.5348948
764,0,1348,381,50933378,5114,secondary,福星路, ,B,0,0,F,F,0.009090543,1,0.002003404,114.0768828,22.53565351
765,0,1349,435,96941161,5115,tertiary,福祥街, ,B,0,0,F,F,0.005476885,1,0.001723482,114.0776862,22.53509509
766,0,1351,1170,649374609,5133,primary_link, , ,F,0,0,F,F,0.001010946,1,0.001056949,114.0031758,22.53548632
767,0,1352,102,40932797,5115,tertiary,福田立交, ,F,0,0,F,F,0.003271033,1,0.001245933,114.0119238,22.53520796
768,0,1353,142,40933472,5111,motorway,京港澳高速,G4,F,120,1,T,F,0.010400666,1,0.001446627,114.0131142,22.5349144
769,0,1357,142,40933472,5111,motorway,京港澳高速,G4,F,120,1,T,F,0.010400666,1,0.002828555,114.0137905,22.53321801
770,0,1357,142,40933472,5111,motorway,京港澳高速,G4,F,120,1,T,F,0.010400666,1,0.002828555,114.0141367,22.5323079
771,0,1358,2251,1050511755,5113,primary,新洲路, ,F,0,0,F,F,0.007758187,1,0.001012068,114.0445144,22.53478191
772,0,1373,9,25423077,5112,trunk,滨河大道,S550,F,0,0,F,F,0.076902431,1,0.001517937,114.0793461,22.5357737
773,0,1373,9,25423077,5112,trunk,滨河大道,S550,F,0,0,F,F,0.076902431,1,0.001517937,114.0788302,22.53495252
774,0,1375,9,25423077,5112,trunk,滨河大道,S550,F,0,0,F,F,0.076902431,1,0.00387211,114.0780956,22.53352125
775,0,1375,9,25423077,5112,trunk,滨河大道,S550,F,0,0,F,F,0.076902431,1,0.00387211,114.0776356,22.53266363
776,0,1375,9,25423077,5112,trunk,滨河大道,S550,F,0,0,F,F,0.076902431,1,0.00387211,114.0768768,22.53207811
777,0,1377,536,217822804,5114,secondary,福田路, ,F,0,0,F,F,0.005679389,1,0.003773751,114.0720125,22.53495545
778,0,1377,536,217822804,5114,secondary,福田路, ,F,0,0,F,F,0.005679389,1,0.003773751,114.0720288,22.53398186
779,0,1377,536,217822804,5114,secondary,福田路, ,F,0,0,F,F,0.005679389,1,0.003773751,114.0720452,22.53300828
780,0,1378,102,40932797,5115,tertiary,福田立交, ,F,0,0,F,F,0.003271033,1,0.002025099,114.0136311,22.53571482
781,0,1378,102,40932797,5115,tertiary,福田立交, ,F,0,0,F,F,0.003271033,1,0.002025099,114.0127473,22.53581535
782,0,1379,382,50933392,5115,tertiary,福宁街, ,B,0,0,F,F,0.001378203,1,0.001306784,114.0729699,22.53594578
783,0,1380,1406,852327525,5115,tertiary,福宁街, ,B,0,0,F,F,0.002979863,1,0.002979863,114.074071,22.53535299
784,0,1380,1406,852327525,5115,tertiary,福宁街, ,B,0,0,F,F,0.002979863,1,0.002979863,114.0748438,22.5347607
785,0,1380,1406,852327525,5115,tertiary,福宁街, ,B,0,0,F,F,0.002979863,1,0.002979863,114.0756178,22.53416991
786,0,1381,1466,856026045,5115,tertiary,泰然九路, ,F,30,0,F,F,0.005733052,1,0.001592666,114.0195884,22.53504895
787,0,1386,1090,633620707,5113,primary,深南大道, ,F,0,0,F,F,0.005555981,1,0.001935261,114.001887,22.53594374
788,0,1390,632,245756012,5114,secondary, , ,F,0,0,F,F,0.005023969,1,0.00257358,114.0018835,22.53605893
789,0,1390,632,245756012,5114,secondary, , ,F,0,0,F,F,0.005023969,1,0.00257358,114.0009303,22.53586009
790,0,1393,165,40955120,5112,trunk,香蜜湖路, ,F,0,2,T,F,0.006230525,1,0.000982633,114.0245821,22.53537048
791,0,1394,678,260313741,5113,primary,滨河大道辅路, ,F,0,0,F,F,0.006727732,1,0.002381022,114.0793116,22.53524596
792,0,1394,678,260313741,5113,primary,滨河大道辅路, ,F,0,0,F,F,0.006727732,1,0.002381022,114.0799091,22.53601094
793,0,1395,2,25421048,5131,motorway_link,福田立交, ,F,0,0,F,F,0.001299503,1,0.001029101,114.0129769,22.53630076
794,0,1396,106,40933132,5131,motorway_link,深南广深立交桥, ,F,0,0,F,F,0.001253525,1,0.001262446,114.0111931,22.53608739
795,0,1397,119,40933274,5131,motorway_link,福田立交, ,F,0,0,F,F,0.001415046,1,0.001415046,114.011904,22.53539522
796,0,1401,1464,856026022,5115,tertiary,泰然四路, ,F,0,0,F,F,0.004299572,1,0.002725084,114.0211591,22.53631724
797,0,1401,1464,856026022,5115,tertiary,泰然四路, ,F,0,0,F,F,0.004299572,1,0.002725084,114.0201979,22.53616158
798,0,1402,1107,636701234,5115,tertiary,泰然七路, ,B,0,0,F,F,0.004254499,1,0.00164145,114.0223188,22.53551941
799,0,1404,1792,985389861,5113,primary,深南大道, ,F,0,0,F,F,0.001257311,1,0.001257311,114.0038673,22.53631092
800,0,1409,9,25423077,5112,trunk,滨河大道,S550,F,0,0,F,F,0.076902431,1,0.00079226,114.0796067,22.53618184
801,0,1416,2754,1210209016,5134,secondary_link,深南广深立交桥, ,F,0,0,F,F,0.001003483,1,0.001029444,114.0135442,22.53667834
802,0,1417,1464,856026022,5115,tertiary,泰然四路, ,F,0,0,F,F,0.004299572,1,0.001502552,114.0229198,22.53661333
803,0,1418,1912,996208015,5133,primary_link, , ,F,0,0,F,F,0.00062928,1,0.001075507,114.0444193,22.53626903
804,0,1421,2171,997152265,5114,secondary,华强南路, ,F,0,2,T,F,0.001270818,1,0.001054337,114.0819398,22.53563166
805,0,1427,381,50933378,5114,secondary,福星路, ,B,0,0,F,F,0.009090543,1,0.001307347,114.077298,22.53656772
806,0,1430,2117,996752254,5113,primary,益田路, ,F,0,0,F,F,0.002448797,1,0.0012325,114.0513052,22.53602153
807,0,1435,224,40998256,5113,primary,金田路, ,F,0,0,F,F,0.002073428,1,0.001152482,114.0580884,22.53604651
808,0,1437,2215,1049968029,5114,secondary,深南大道辅路, ,F,0,0,F,F,0.005478163,1,0.001327508,114.0102603,22.53701243
809,0,1437,2215,1049968029,5114,secondary,深南大道辅路, ,F,0,0,F,F,0.005478163,1,0.001327508,114.0092986,22.53685979
810,0,1437,2215,1049968029,5114,secondary,深南大道辅路, ,F,0,0,F,F,0.005478163,1,0.001327508,114.0083369,22.53670715
811,0,1437,2215,1049968029,5114,secondary,深南大道辅路, ,F,0,0,F,F,0.005478163,1,0.001327508,114.0073752,22.5365545
812,0,1437,2215,1049968029,5114,secondary,深南大道辅路, ,F,0,0,F,F,0.005478163,1,0.001327508,114.0064136,22.53640186
813,0,1437,2215,1049968029,5114,secondary,深南大道辅路, ,F,0,0,F,F,0.005478163,1,0.001327508,114.0054519,22.53624922
814,0,1437,2215,1049968029,5114,secondary,深南大道辅路, ,F,0,0,F,F,0.005478163,1,0.001327508,114.0044902,22.53609657
815,0,1443,1579,885068874,5133,primary_link, , ,F,0,0,F,F,0.002748586,1,0.002738978,114.0820235,22.53640457
816,0,1443,1579,885068874,5133,primary_link, , ,F,0,0,F,F,0.002748586,1,0.002738978,114.0821349,22.53543724
817,0,1444,1926,996247117,5114,secondary,深南大道辅路, ,F,0,0,F,F,0.001299837,1,0.002518353,114.0082503,22.5371243
818,0,1444,1926,996247117,5114,secondary,深南大道辅路, ,F,0,0,F,F,0.001299837,1,0.002518353,114.0072901,22.53696213
819,0,1450,2479,1054407531,5113,primary,滨河大道辅路, ,F,0,0,F,F,0.003323827,1,0.002734111,114.0858519,22.53727089
820,0,1450,2479,1054407531,5113,primary,滨河大道辅路, ,F,0,0,F,F,0.003323827,1,0.002734111,114.0848783,22.53725627
821,0,1452,144,40933474,5111,motorway,京港澳高速,G4,F,120,1,T,F,0.010369731,1,0.001607192,114.0123598,22.53633235
822,0,1458,1621,892901021,5113,primary,深南大道, ,F,0,0,F,F,0.031110408,1,0.001940132,114.0057734,22.53667116
823,0,1459,949,545243393,5133,primary_link, , ,F,0,0,F,F,0.002056048,1,0.001171055,114.0434027,22.53669827
824,0,1463,2251,1050511755,5113,primary,新洲路, ,F,0,0,F,F,0.007758187,1,0.001059464,114.0444877,22.5362808
825,0,1467,138,40933466,5131,motorway_link,福田立交, ,F,0,1,T,F,0.002561462,1,0.000984502,114.0121997,22.53735057
826,0,1468,203,40984986,5114,secondary, , ,F,0,1,T,F,0.001614355,1,0.00102441,114.044587,22.53730204
827,0,1469,204,40984987,5133,primary_link, , ,F,0,0,F,F,0.002772849,1,0.002840433,114.0449955,22.53700419
828,0,1469,204,40984987,5133,primary_link, , ,F,0,0,F,F,0.002772849,1,0.002840433,114.0459277,22.53721071
829,0,1470,1466,856026045,5115,tertiary,泰然九路, ,F,30,0,F,F,0.005733052,1,0.001260475,114.0193363,22.53634315
830,0,1471,1970,996321295,5114,secondary,福华路, ,F,0,0,F,F,0.002255736,1,0.00100543,114.0468422,22.5373423
831,0,1472,2821,1255153652,5115,tertiary,民田路, ,F,0,0,F,F,0.00206815,1,0.001942145,114.0478724,22.53632043
832,0,1478,9,25423077,5112,trunk,滨河大道,S550,F,0,0,F,F,0.076902431,1,0.001878004,114.0808111,22.53693
833,0,1483,205,40984990,5133,primary_link, , ,F,0,0,F,F,0.003355909,1,0.001714805,114.0441891,22.53537616
834,0,1503,1707,923158000,5115,tertiary,中心四路, ,F,0,0,F,F,0.001945876,1,0.002086561,114.0533787,22.5363475
835,0,1503,1707,923158000,5115,tertiary,中心四路, ,F,0,0,F,F,0.001945876,1,0.002086561,114.0533608,22.53732106
836,0,1506,1904,996208007,5114,secondary,福华路, ,F,0,0,F,F,0.002257288,1,0.001165723,114.0457525,22.53732372
837,0,1507,2430,1052079654,5114,secondary,福华路, ,F,0,0,F,F,0.001431282,1,0.001431284,114.0544013,22.53747638
838,0,1508,765,328724256,5112,trunk,滨河大道,S550,F,0,0,F,F,0.067656011,1,0.001017962,114.0870855,22.53728632
839,0,1511,1422,853286966,5115,tertiary,中心五路, ,F,0,0,F,F,0.00177687,1,0.001854041,114.0559867,22.53652713
840,0,1516,2429,1052079653,5114,secondary,福华路, ,F,0,0,F,F,0.002004556,1,0.00153751,114.0565368,22.53750963
841,0,1526,9,25423077,5112,trunk,滨河大道,S550,F,0,0,F,F,0.076902431,1,0.002206013,114.0870762,22.53744342
842,0,1526,9,25423077,5112,trunk,滨河大道,S550,F,0,0,F,F,0.076902431,1,0.002206013,114.0861026,22.53742598
843,0,1526,9,25423077,5112,trunk,滨河大道,S550,F,0,0,F,F,0.076902431,1,0.002206013,114.085129,22.53740853
844,0,1526,9,25423077,5112,trunk,滨河大道,S550,F,0,0,F,F,0.076902431,1,0.002206013,114.0841555,22.53739109
845,0,1526,9,25423077,5112,trunk,滨河大道,S550,F,0,0,F,F,0.076902431,1,0.002206013,114.0831819,22.53737365
846,0,1526,9,25423077,5112,trunk,滨河大道,S550,F,0,0,F,F,0.076902431,1,0.002206013,114.0822092,22.53733661
847,0,1530,1449,854919701,5115,tertiary,泰然四路, ,F,0,0,F,F,0.003747404,1,0.003985088,114.0270908,22.5372602
848,0,1530,1449,854919701,5115,tertiary,泰然四路, ,F,0,0,F,F,0.003747404,1,0.003985088,114.0261434,22.53703949
849,0,1530,1449,854919701,5115,tertiary,泰然四路, ,F,0,0,F,F,0.003747404,1,0.003985088,114.025183,22.5368791
850,0,1531,1968,996321292,5114,secondary,福华路, ,F,0,0,F,F,0.001554589,1,0.00155467,114.0494454,22.53739931
851,0,1543,2423,1051842296,5114,secondary,福华路, ,F,0,0,F,F,0.004721573,1,0.004155134,114.0617431,22.53758745
852,0,1543,2423,1051842296,5114,secondary,福华路, ,F,0,0,F,F,0.004721573,1,0.004155134,114.0607694,22.53757545
853,0,1543,2423,1051842296,5114,secondary,福华路, ,F,0,0,F,F,0.004721573,1,0.004155134,114.0597958,22.53756027
854,0,1543,2423,1051842296,5114,secondary,福华路, ,F,0,0,F,F,0.004721573,1,0.004155134,114.0588222,22.53754509
855,0,1553,2285,1050532719,5114,secondary,福华路, ,F,0,0,F,F,0.007575053,1,0.001438679,114.0523846,22.53744499
856,0,1557,1192,672979246,5132,trunk_link, , ,F,0,0,F,F,0.001148064,1,0.001147089,114.0830755,22.53754449
857,0,1558,1621,892901021,5113,primary,深南大道, ,F,0,0,F,F,0.031110408,1,0.001967966,114.0101907,22.53745243
858,0,1558,1621,892901021,5113,primary,深南大道, ,F,0,0,F,F,0.031110408,1,0.001967966,114.0092301,22.53729264
859,0,1559,118,40933273,5131,motorway_link, , ,F,0,1,T,F,0.002187365,1,0.000477654,114.0112458,22.53744251
860,0,1573,513,157650268,5113,primary,滨河大道辅路, ,F,0,0,F,F,0.004001459,1,0.002382322,114.0856707,22.53756195
861,0,1573,513,157650268,5113,primary,滨河大道辅路, ,F,0,0,F,F,0.004001459,1,0.002382322,114.0846972,22.53754314
862,0,1583,380,50933322,5115,tertiary,福安街, ,B,0,0,F,F,0.00358227,1,0.001805938,114.0735883,22.53688245
863,0,1584,435,96941161,5115,tertiary,福祥街, ,B,0,0,F,F,0.005476885,1,0.003753403,114.0747636,22.53744998
864,0,1584,435,96941161,5115,tertiary,福祥街, ,B,0,0,F,F,0.005476885,1,0.003753403,114.0755185,22.53683496
865,0,1584,435,96941161,5115,tertiary,福祥街, ,B,0,0,F,F,0.005476885,1,0.003753403,114.0762734,22.53621994
866,0,1593,1294,777201502,5112,trunk,皇岗路, ,F,60,0,F,F,0.003377419,1,0.003377612,114.0681423,22.53538734
867,0,1593,1294,777201502,5112,trunk,皇岗路, ,F,60,0,F,F,0.003377419,1,0.003377612,114.0681213,22.53636084
868,0,1593,1294,777201502,5112,trunk,皇岗路, ,F,60,0,F,F,0.003377419,1,0.003377612,114.0681025,22.53733438
869,0,1603,763,314324653,5113,primary,滨河大道辅路, ,F,0,0,F,F,0.008525253,1,0.003038556,114.0890113,22.53755469
870,0,1603,763,314324653,5113,primary,滨河大道辅路, ,F,0,0,F,F,0.008525253,1,0.003038556,114.0899742,22.53769925
871,0,1603,763,314324653,5113,primary,滨河大道辅路, ,F,0,0,F,F,0.008525253,1,0.003038556,114.0909347,22.53785703
872,0,1609,1871,996207964,5113,primary,滨河大道辅路, ,F,0,0,F,F,0.006053716,1,0.001545719,114.0872161,22.5375935
873,0,1610,1205,681165420,5132,trunk_link, , ,F,0,0,F,F,0.001009871,1,0.000989905,114.0882021,22.53767298
874,0,1614,2666,1134813600,5132,trunk_link, , ,F,0,2,T,F,0.001666565,1,0.001661738,114.0242124,22.53727826
875,0,1618,512,157211652,5133,primary_link, , ,F,0,0,F,F,0.002353957,1,0.000984485,114.0810127,22.53722322
876,0,1620,1621,892901021,5113,primary,深南大道, ,F,0,0,F,F,0.031110408,1,0.001943446,114.0128458,22.53788899
877,0,1621,2290,1050682011,5113,primary,滨河大道辅路, ,F,0,0,F,F,0.001124865,1,0.001256608,114.1026345,22.53801055
878,0,1624,2480,1054407532,5112,trunk,滨河大道,S550,F,0,0,F,F,0.007859285,1,0.00290332,114.0890112,22.53761173
879,0,1624,2480,1054407532,5112,trunk,滨河大道,S550,F,0,0,F,F,0.007859285,1,0.00290332,114.0899663,22.53779887
880,0,1624,2480,1054407532,5112,trunk,滨河大道,S550,F,0,0,F,F,0.007859285,1,0.00290332,114.0909201,22.53799494
881,0,1629,36,25530042,5133,primary_link, , ,F,0,0,F,F,0.002974856,1,0.001066871,114.0818738,22.53797632
882,0,1630,285,42351685,5132,trunk_link,滨河上步立交, ,F,0,3,T,F,0.005718115,1,0.003006511,114.0927251,22.5379045
883,0,1630,285,42351685,5132,trunk_link,滨河上步立交, ,F,0,3,T,F,0.005718115,1,0.003006511,114.0936988,22.53790772
